customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,loan_to_income
18006.0,27,60000.0,RENT,11.0,VENTURE,B,25000.0,11.71,7,N,8,DEFAULT,0.4166666666666667
18007.0,28,61000.0,RENT,9.0,PERSONAL,B,25000.0,9.91,8,N,7,DEFAULT,0.4098360655737705
18008.0,28,200000.0,MORTGAGE,7.0,PERSONAL,A,10000.0,6.99,8,Unknown,7,NO DEFAULT,0.05
18009.0,35,200000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,18000.0,10.99,5,Unknown,10,NO DEFAULT,0.09
18010.0,35,188000.0,RENT,4.0,DEBTCONSOLIDATION,D,5000.0,16.49,5,N,9,DEFAULT,0.026595744680851064
18011.0,28,63000.0,RENT,4.0,MEDICAL,B,25000.0,11.36,8,N,8,DEFAULT,0.3968253968253968
18012.0,32,63235.0,RENT,3.0,HOMEIMPROVEMENT,B,25000.0,10.25,2,N,8,DEFAULT,0.39535067604965607
18013.0,30,65000.0,RENT,2.0,DEBTCONSOLIDATION,B,25000.0,10.38,3,N,8,DEFAULT,0.38461538461538464
18014.0,30,65000.0,RENT,15.0,HOMEIMPROVEMENT,B,25000.0,11.71,3,N,5,DEFAULT,0.38461538461538464
18015.0,31,65800.0,RENT,15.0,DEBTCONSOLIDATION,A,25000.0,7.51,1,N,9,DEFAULT,0.3799392097264438
18016.0,27,200000.0,MORTGAGE,7.0,PERSONAL,B,15000.0,9.88,7,Unknown,9,NO DEFAULT,0.075
18017.0,30,200000.0,RENT,5.0,DEBTCONSOLIDATION,B,10000.0,11.36,3,Unknown,9,NO DEFAULT,0.05
18018.0,28,200000.0,RENT,4.0,VENTURE,D,25000.0,15.33,8,Y,7,NO DEFAULT,0.125
18019.0,27,200000.0,MORTGAGE,6.0,EDUCATION,A,10000.0,7.51,7,Unknown,10,NO DEFAULT,0.05
18020.0,32,188000.0,RENT,14.0,DEBTCONSOLIDATION,B,25000.0,10.62,2,N,5,DEFAULT,0.13297872340425532
18021.0,29,66000.0,RENT,4.0,EDUCATION,B,25000.0,11.48,9,N,10,DEFAULT,0.3787878787878788
18022.0,29,200000.0,MORTGAGE,7.0,PERSONAL,B,14400.0,11.14,9,Unknown,7,NO DEFAULT,0.072
18023.0,30,200000.0,MORTGAGE,0.0,MEDICAL,B,24250.0,11.48,3,Unknown,8,NO DEFAULT,0.12125
18024.0,30,200000.0,MORTGAGE,4.0,MEDICAL,B,6000.0,11.83,3,Unknown,5,NO DEFAULT,0.03
18025.0,29,188000.0,RENT,0.0,HOMEIMPROVEMENT,B,25000.0,12.18,9,N,5,DEFAULT,0.13297872340425532
18026.0,27,200000.0,MORTGAGE,6.0,EDUCATION,A,5000.0,7.74,7,Unknown,7,NO DEFAULT,0.025
18027.0,30,200000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000.0,8.59,3,Unknown,7,NO DEFAULT,0.05
18028.0,28,200000.0,RENT,1.0,MEDICAL,B,24250.0,12.53,8,Unknown,5,NO DEFAULT,0.12125
18029.0,30,200000.0,MORTGAGE,5.0,PERSONAL,B,20000.0,11.48,3,Unknown,7,NO DEFAULT,0.1
18030.0,30,69000.0,RENT,6.0,EDUCATION,D,25000.0,14.09,3,Y,5,DEFAULT,0.36231884057971014
18031.0,32,69996.0,RENT,4.0,VENTURE,D,25000.0,15.95,2,Y,10,DEFAULT,0.35716326647236984
18032.0,27,70000.0,RENT,11.0,PERSONAL,B,25000.0,11.71,7,N,7,DEFAULT,0.35714285714285715
18033.0,33,14400.0,OWN,0.0,VENTURE,C,2000.0,14.79,3,Unknown,8,NO DEFAULT,0.1388888888888889
18034.0,32,64000.0,RENT,11.0,DEBTCONSOLIDATION,D,25000.0,15.2,2,N,5,DEFAULT,0.390625
18035.0,29,70000.0,RENT,3.0,PERSONAL,D,25000.0,14.83,9,N,6,DEFAULT,0.35714285714285715
18036.0,30,72000.0,RENT,5.0,VENTURE,D,25000.0,16.32,3,Y,5,DEFAULT,0.3472222222222222
18037.0,27,72000.0,RENT,9.0,EDUCATION,B,25000.0,10.75,7,N,8,DEFAULT,0.3472222222222222
18038.0,31,57800.0,RENT,2.0,MEDICAL,D,25000.0,17.19,1,N,8,DEFAULT,0.43252595155709345
18039.0,32,74400.0,RENT,16.0,MEDICAL,B,25000.0,10.38,2,N,8,DEFAULT,0.33602150537634407
18040.0,29,68872.0,RENT,2.0,PERSONAL,D,25000.0,15.95,9,Y,10,DEFAULT,0.36299221744685795
18041.0,30,75000.0,RENT,9.0,PERSONAL,D,25000.0,15.2,3,N,5,DEFAULT,0.3333333333333333
18042.0,34,75000.0,RENT,9.0,DEBTCONSOLIDATION,B,25000.0,10.38,4,N,8,DEFAULT,0.3333333333333333
18043.0,29,192000.0,MORTGAGE,6.0,VENTURE,C,15000.0,14.27,9,Y,6,NO DEFAULT,0.078125
18044.0,35,192000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,B,10000.0,11.99,5,Unknown,9,NO DEFAULT,0.052083333333333336
18045.0,28,192000.0,MORTGAGE,8.0,MEDICAL,B,20000.0,11.71,8,Unknown,9,NO DEFAULT,0.10416666666666667
18046.0,29,190000.0,MORTGAGE,5.0,PERSONAL,A,4000.0,6.62,9,Unknown,5,NO DEFAULT,0.021052631578947368
18047.0,31,190000.0,OWN,8.0,EDUCATION,A,15000.0,6.03,1,Unknown,8,NO DEFAULT,0.07894736842105263
18048.0,31,190000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000.0,6.03,1,Unknown,7,NO DEFAULT,0.04736842105263158
18049.0,28,190000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,D,35000.0,17.49,8,Unknown,6,NO DEFAULT,0.18421052631578946
18050.0,29,190000.0,MORTGAGE,3.0,EDUCATION,B,14000.0,11.71,9,Unknown,6,NO DEFAULT,0.07368421052631578
18051.0,35,14400.0,OWN,2.0,DEBTCONSOLIDATION,B,5550.0,10.37,5,Unknown,8,NO DEFAULT,0.3854166666666667
18052.0,27,69000.0,RENT,5.0,VENTURE,D,25000.0,13.75,7,Y,6,DEFAULT,0.36231884057971014
18053.0,30,75600.0,RENT,0.0,PERSONAL,B,25000.0,9.99,3,N,8,DEFAULT,0.3306878306878307
18054.0,30,77000.0,RENT,7.0,PERSONAL,B,25000.0,10.75,3,N,8,DEFAULT,0.3246753246753247
18055.0,28,190000.0,MORTGAGE,7.0,EDUCATION,B,25000.0,11.71,8,Unknown,8,NO DEFAULT,0.13157894736842105
18056.0,29,190000.0,RENT,1.0,HOMEIMPROVEMENT,B,7000.0,9.88,9,Unknown,9,NO DEFAULT,0.03684210526315789
18057.0,31,190000.0,MORTGAGE,15.0,MEDICAL,C,24000.0,14.11,1,Unknown,10,NO DEFAULT,0.12631578947368421
18058.0,27,190000.0,OWN,11.0,MEDICAL,B,23000.0,11.83,7,Unknown,8,NO DEFAULT,0.12105263157894737
18059.0,34,178000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,D,12000.0,15.65,4,Y,5,DEFAULT,0.06741573033707865
18060.0,30,190000.0,RENT,3.0,DEBTCONSOLIDATION,B,15000.0,11.48,3,Unknown,8,NO DEFAULT,0.07894736842105263
18061.0,33,190000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,D,20000.0,14.11,3,Unknown,10,NO DEFAULT,0.10526315789473684
18062.0,32,190000.0,RENT,8.0,EDUCATION,A,15000.0,9.63,2,Unknown,7,NO DEFAULT,0.07894736842105263
18063.0,32,189996.0,RENT,4.0,PERSONAL,A,8400.0,9.32,2,Unknown,8,NO DEFAULT,0.04421145708330702
18064.0,33,189000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000.0,6.17,3,Unknown,7,NO DEFAULT,0.10582010582010581
18065.0,30,78000.0,RENT,4.0,HOMEIMPROVEMENT,D,25000.0,15.99,3,Y,9,DEFAULT,0.32051282051282054
18066.0,31,78000.0,RENT,10.0,MEDICAL,B,25000.0,10.75,1,N,8,DEFAULT,0.32051282051282054
18067.0,27,72000.0,RENT,3.0,DEBTCONSOLIDATION,D,25000.0,15.95,7,Y,6,DEFAULT,0.3472222222222222
18068.0,33,186996.0,MORTGAGE,0.0,EDUCATION,D,25000.0,14.46,3,Y,8,NO DEFAULT,0.13369269930907612
18069.0,29,148410.0,MORTGAGE,5.0,MEDICAL,D,11200.0,16.89,9,Y,9,DEFAULT,0.07546661276194326
18070.0,28,186480.0,MORTGAGE,12.0,MEDICAL,C,10000.0,14.22,8,Y,9,NO DEFAULT,0.053625053625053626
18071.0,29,186063.0,MORTGAGE,14.0,EDUCATION,B,25000.0,10.46,9,Unknown,6,NO DEFAULT,0.13436309207096522
18072.0,27,186000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3700.0,10.99,7,Unknown,5,NO DEFAULT,0.01989247311827957
18073.0,28,186000.0,OTHER,3.0,VENTURE,A,2500.0,7.4,8,Unknown,9,NO DEFAULT,0.013440860215053764
18074.0,27,185232.0,MORTGAGE,10.0,PERSONAL,A,35000.0,7.9,7,Unknown,8,NO DEFAULT,0.18895223287552906
18075.0,30,185000.0,MORTGAGE,8.0,VENTURE,B,15000.0,10.99,3,Unknown,7,NO DEFAULT,0.08108108108108109
18076.0,29,173000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,D,28000.0,17.49,9,Y,10,DEFAULT,0.16184971098265896
18077.0,32,80000.0,RENT,2.0,VENTURE,B,25000.0,11.71,2,N,8,DEFAULT,0.3125
18078.0,35,80000.0,RENT,19.0,VENTURE,D,25000.0,14.09,5,Y,10,DEFAULT,0.3125
18079.0,33,80000.0,RENT,0.0,MEDICAL,B,25000.0,11.86,3,N,8,DEFAULT,0.3125
18080.0,27,183000.0,RENT,12.0,EDUCATION,D,15000.0,19.03,7,Y,6,NO DEFAULT,0.08196721311475409
18081.0,32,80000.0,RENT,1.0,MEDICAL,C,25000.0,12.87,2,N,9,DEFAULT,0.3125
18082.0,30,14400.0,OWN,2.0,VENTURE,B,1000.0,10.62,3,Unknown,10,NO DEFAULT,0.06944444444444445
18083.0,30,14400.0,OWN,0.0,HOMEIMPROVEMENT,D,9250.0,14.96,3,N,10,DEFAULT,0.6423611111111112
18084.0,29,180396.0,MORTGAGE,8.0,PERSONAL,B,18000.0,12.69,9,Unknown,9,NO DEFAULT,0.09978048293753741
18085.0,29,180000.0,MORTGAGE,2.0,PERSONAL,D,31000.0,19.42,9,Y,8,NO DEFAULT,0.17222222222222222
18086.0,30,180000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12500.0,6.03,3,Unknown,6,NO DEFAULT,0.06944444444444445
18087.0,27,180000.0,RENT,2.0,MEDICAL,B,15000.0,12.42,7,Unknown,10,NO DEFAULT,0.08333333333333333
18088.0,31,180000.0,MORTGAGE,5.0,VENTURE,C,9000.0,14.27,1,Y,6,NO DEFAULT,0.05
18089.0,32,180000.0,MORTGAGE,12.0,PERSONAL,A,10000.0,7.9,2,Unknown,10,NO DEFAULT,0.05555555555555555
18090.0,31,180000.0,OWN,15.0,EDUCATION,B,10000.0,11.71,1,Unknown,7,NO DEFAULT,0.05555555555555555
18091.0,30,14400.0,OWN,0.0,MEDICAL,D,5000.0,14.96,3,N,9,DEFAULT,0.3472222222222222
18092.0,28,84000.0,RENT,7.0,PERSONAL,D,25000.0,15.95,8,Y,7,NO DEFAULT,0.2976190476190476
18093.0,31,85000.0,RENT,5.0,VENTURE,B,25000.0,10.75,1,Unknown,7,NO DEFAULT,0.29411764705882354
18094.0,34,180000.0,MORTGAGE,9.0,EDUCATION,C,12900.0,12.99,4,Y,7,NO DEFAULT,0.07166666666666667
18095.0,33,180000.0,MORTGAGE,17.0,DEBTCONSOLIDATION,A,13000.0,7.29,3,Unknown,7,NO DEFAULT,0.07222222222222222
18096.0,29,180000.0,MORTGAGE,9.0,PERSONAL,A,15000.0,5.79,9,Unknown,6,NO DEFAULT,0.08333333333333333
18097.0,30,180000.0,MORTGAGE,11.0,VENTURE,D,28000.0,14.91,3,Y,5,NO DEFAULT,0.15555555555555556
18098.0,27,180000.0,RENT,4.0,PERSONAL,B,8000.0,10.37,7,Unknown,5,NO DEFAULT,0.044444444444444446
18099.0,35,180000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500.0,6.92,5,Unknown,8,NO DEFAULT,0.04722222222222222
18100.0,28,180000.0,RENT,4.0,VENTURE,C,9000.0,13.8,8,Unknown,10,NO DEFAULT,0.05
18101.0,31,85000.0,RENT,0.0,PERSONAL,B,25000.0,11.89,1,Unknown,6,NO DEFAULT,0.29411764705882354
18102.0,30,85000.0,RENT,3.0,HOMEIMPROVEMENT,B,25000.0,12.21,3,Unknown,6,NO DEFAULT,0.29411764705882354
18103.0,28,15000.0,OWN,2.0,PERSONAL,B,4375.0,12.42,8,N,9,DEFAULT,0.2916666666666667
18104.0,30,180000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,B,20000.0,11.48,3,Unknown,8,NO DEFAULT,0.1111111111111111
18105.0,31,168000.0,RENT,1.0,VENTURE,D,20000.0,15.99,1,Y,7,DEFAULT,0.11904761904761904
18106.0,33,180000.0,RENT,0.0,MEDICAL,A,7000.0,7.74,3,Unknown,6,NO DEFAULT,0.03888888888888889
18107.0,30,168000.0,MORTGAGE,8.0,EDUCATION,A,10000.0,8.94,3,Unknown,5,NO DEFAULT,0.05952380952380952
18108.0,28,168000.0,RENT,0.0,DEBTCONSOLIDATION,E,15000.0,17.26,8,Y,9,DEFAULT,0.08928571428571429
18109.0,27,168000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,E,24000.0,17.26,7,N,9,DEFAULT,0.14285714285714285
18110.0,32,90000.0,RENT,2.0,PERSONAL,B,25000.0,9.99,2,Unknown,7,NO DEFAULT,0.2777777777777778
18111.0,32,90000.0,RENT,7.0,EDUCATION,D,25000.0,15.58,2,Unknown,7,NO DEFAULT,0.2777777777777778
18112.0,29,15000.0,OWN,5.0,PERSONAL,A,5000.0,7.51,9,N,7,DEFAULT,0.3333333333333333
18113.0,28,78000.0,RENT,0.0,PERSONAL,D,25000.0,15.99,8,Y,5,DEFAULT,0.32051282051282054
18114.0,34,91000.0,RENT,11.0,MEDICAL,B,25000.0,11.36,4,Unknown,5,NO DEFAULT,0.27472527472527475
18115.0,31,15000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,D,2000.0,16.89,1,Y,8,DEFAULT,0.13333333333333333
18116.0,29,92200.0,RENT,7.0,VENTURE,D,25000.0,14.96,9,Unknown,5,NO DEFAULT,0.27114967462039047
18117.0,30,96000.0,RENT,3.0,PERSONAL,B,25000.0,11.71,3,Unknown,6,NO DEFAULT,0.2604166666666667
18118.0,28,175000.0,RENT,7.0,HOMEIMPROVEMENT,A,6000.0,7.9,8,Unknown,10,NO DEFAULT,0.03428571428571429
18119.0,29,163000.0,RENT,,VENTURE,D,4000.0,16.29,9,N,6,DEFAULT,0.024539877300613498
18120.0,35,175000.0,RENT,0.0,DEBTCONSOLIDATION,B,16000.0,11.49,5,Unknown,10,NO DEFAULT,0.09142857142857143
18121.0,29,175000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,15000.0,8.49,9,Unknown,8,NO DEFAULT,0.08571428571428572
18122.0,31,175000.0,MORTGAGE,3.0,EDUCATION,D,7500.0,19.69,1,Unknown,9,NO DEFAULT,0.04285714285714286
18123.0,35,175000.0,MORTGAGE,12.0,VENTURE,A,2200.0,8.49,5,Unknown,7,NO DEFAULT,0.012571428571428572
18124.0,27,96000.0,RENT,11.0,HOMEIMPROVEMENT,D,25000.0,15.99,7,Unknown,6,NO DEFAULT,0.2604166666666667
18125.0,29,97000.0,RENT,4.0,PERSONAL,B,25000.0,10.37,9,Unknown,10,NO DEFAULT,0.25773195876288657
18126.0,31,86000.0,RENT,1.0,DEBTCONSOLIDATION,D,25000.0,16.0,1,Y,5,DEFAULT,0.29069767441860467
18127.0,29,88000.0,RENT,9.0,PERSONAL,D,25000.0,14.46,9,Y,10,DEFAULT,0.2840909090909091
18128.0,33,100000.0,RENT,1.0,HOMEIMPROVEMENT,C,25000.0,11.66,3,Unknown,9,NO DEFAULT,0.25
18129.0,28,15000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,4000.0,15.37,8,N,10,DEFAULT,0.26666666666666666
18130.0,35,15000.0,OWN,3.0,HOMEIMPROVEMENT,A,3700.0,9.32,5,Unknown,6,NO DEFAULT,0.24666666666666667
18131.0,30,75480.0,RENT,1.0,MEDICAL,C,25000.0,15.27,3,Y,9,DEFAULT,0.33121356650768413
18132.0,30,102000.0,RENT,2.0,VENTURE,B,25000.0,9.62,3,Unknown,8,NO DEFAULT,0.24509803921568626
18133.0,35,15000.0,MORTGAGE,0.0,VENTURE,C,1925.0,12.84,5,Unknown,6,NO DEFAULT,0.12833333333333333
18134.0,27,103250.0,RENT,1.0,VENTURE,C,25000.0,12.73,7,Unknown,10,NO DEFAULT,0.24213075060532688
18135.0,29,105996.0,RENT,13.0,HOMEIMPROVEMENT,D,25000.0,14.83,9,Unknown,9,NO DEFAULT,0.2358579569040341
18136.0,28,175000.0,RENT,4.0,VENTURE,B,24500.0,11.71,8,Unknown,8,NO DEFAULT,0.14
18137.0,30,175000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000.0,7.68,3,Unknown,7,NO DEFAULT,0.03428571428571429
18138.0,29,174996.0,MORTGAGE,8.0,EDUCATION,D,25000.0,15.28,9,Y,10,NO DEFAULT,0.14286040823790258
18139.0,28,174000.0,MORTGAGE,2.0,PERSONAL,D,12000.0,15.99,8,Unknown,10,NO DEFAULT,0.06896551724137931
18140.0,27,96000.0,RENT,1.0,VENTURE,D,25000.0,16.89,7,Y,10,DEFAULT,0.2604166666666667
18141.0,35,110000.0,RENT,9.0,DEBTCONSOLIDATION,C,25000.0,13.49,5,Unknown,8,NO DEFAULT,0.22727272727272727
18142.0,34,171996.0,MORTGAGE,1.0,PERSONAL,D,15000.0,14.96,4,Unknown,5,NO DEFAULT,0.08721133049605805
18143.0,31,159200.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,16000.0,15.65,1,Y,6,DEFAULT,0.10050251256281408
18144.0,28,159000.0,RENT,5.0,PERSONAL,D,6000.0,15.95,8,N,10,DEFAULT,0.03773584905660377
18145.0,33,170004.0,MORTGAGE,17.0,PERSONAL,A,12000.0,7.51,3,Unknown,9,NO DEFAULT,0.07058657443354274
18146.0,31,15456.0,MORTGAGE,1.0,PERSONAL,A,4000.0,8.9,1,Unknown,5,NO DEFAULT,0.2587991718426501
18147.0,34,158000.0,MORTGAGE,2.0,VENTURE,C,12000.0,14.11,4,N,8,DEFAULT,0.0759493670886076
18148.0,31,158000.0,RENT,8.0,DEBTCONSOLIDATION,D,10200.0,15.99,1,Y,7,DEFAULT,0.06455696202531645
18149.0,35,170000.0,MORTGAGE,6.0,EDUCATION,A,6500.0,7.49,5,Unknown,10,NO DEFAULT,0.03823529411764706
18150.0,34,170000.0,MORTGAGE,9.0,VENTURE,D,7500.0,15.99,4,Unknown,10,NO DEFAULT,0.04411764705882353
18151.0,29,170000.0,MORTGAGE,7.0,PERSONAL,C,35000.0,12.99,9,Y,5,NO DEFAULT,0.20588235294117646
18152.0,31,170000.0,MORTGAGE,15.0,PERSONAL,C,10000.0,13.49,1,Y,8,NO DEFAULT,0.058823529411764705
18153.0,34,15523.0,OWN,1.0,VENTURE,A,3800.0,7.49,4,Unknown,9,NO DEFAULT,0.24479804161566707
18154.0,32,106000.0,RENT,14.0,DEBTCONSOLIDATION,D,25000.0,16.63,2,Y,7,DEFAULT,0.2358490566037736
18155.0,33,15600.0,OWN,1.0,VENTURE,A,5900.0,7.9,3,Unknown,7,NO DEFAULT,0.3782051282051282
18156.0,33,120000.0,RENT,9.0,DEBTCONSOLIDATION,B,25000.0,11.36,3,Unknown,8,NO DEFAULT,0.20833333333333334
18157.0,28,108000.0,RENT,0.0,EDUCATION,D,25000.0,14.61,8,Y,6,DEFAULT,0.23148148148148148
18158.0,33,125000.0,RENT,5.0,DEBTCONSOLIDATION,B,25000.0,11.36,3,Unknown,5,NO DEFAULT,0.2
18159.0,30,15600.0,MORTGAGE,,DEBTCONSOLIDATION,A,6250.0,5.79,3,Unknown,6,NO DEFAULT,0.40064102564102566
18160.0,29,113000.0,RENT,1.0,EDUCATION,D,25000.0,15.31,9,N,6,DEFAULT,0.22123893805309736
18161.0,32,170000.0,RENT,9.0,PERSONAL,B,10000.0,11.14,2,Unknown,5,NO DEFAULT,0.058823529411764705
18162.0,32,168000.0,RENT,5.0,EDUCATION,C,25000.0,15.27,2,Unknown,6,NO DEFAULT,0.1488095238095238
18163.0,30,102213.0,RENT,3.0,MEDICAL,D,25000.0,15.7,3,N,7,DEFAULT,0.24458728341796054
18164.0,27,15600.0,OWN,0.0,EDUCATION,A,6400.0,7.74,7,N,9,DEFAULT,0.41025641025641024
18165.0,30,135000.0,RENT,4.0,PERSONAL,D,25000.0,15.21,3,Y,6,NO DEFAULT,0.18518518518518517
18166.0,35,123000.0,RENT,2.0,PERSONAL,D,25000.0,17.19,5,Y,8,DEFAULT,0.2032520325203252
18167.0,28,140000.0,RENT,11.0,HOMEIMPROVEMENT,C,25000.0,13.11,8,Y,7,NO DEFAULT,0.17857142857142858
18168.0,33,140004.0,RENT,7.0,EDUCATION,D,25000.0,15.58,3,Unknown,10,NO DEFAULT,0.17856632667638067
18169.0,31,143000.0,RENT,4.0,VENTURE,D,25000.0,16.07,1,Y,7,NO DEFAULT,0.17482517482517482
18170.0,32,150000.0,RENT,7.0,DEBTCONSOLIDATION,A,25000.0,8.49,2,N,7,DEFAULT,0.16666666666666666
18171.0,30,150000.0,RENT,3.0,PERSONAL,D,25000.0,17.56,3,Unknown,5,NO DEFAULT,0.16666666666666666
18172.0,27,150000.0,RENT,1.0,EDUCATION,B,25000.0,11.36,7,Unknown,6,NO DEFAULT,0.16666666666666666
18173.0,29,16000.0,OWN,3.0,VENTURE,A,3000.0,7.9,9,N,8,DEFAULT,0.1875
18174.0,30,165000.0,MORTGAGE,3.0,EDUCATION,D,5000.0,15.62,3,Y,10,NO DEFAULT,0.030303030303030304
18175.0,27,165000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,C,35000.0,12.99,7,Unknown,9,NO DEFAULT,0.21212121212121213
18176.0,31,165000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,15000.0,12.61,1,Unknown,7,NO DEFAULT,0.09090909090909091
18177.0,30,150000.0,RENT,5.0,DEBTCONSOLIDATION,C,25000.0,12.53,3,Unknown,6,NO DEFAULT,0.16666666666666666
18178.0,30,16000.0,MORTGAGE,2.0,MEDICAL,A,7275.0,5.42,3,Unknown,10,NO DEFAULT,0.4546875
18179.0,31,138000.0,RENT,0.0,VENTURE,D,25000.0,13.24,1,N,7,DEFAULT,0.18115942028985507
18180.0,33,16000.0,MORTGAGE,0.0,MEDICAL,A,6000.0,7.14,3,Unknown,5,NO DEFAULT,0.375
18181.0,31,139016.0,RENT,5.0,VENTURE,D,25000.0,15.37,1,Y,8,DEFAULT,0.17983541462853198
18182.0,30,156000.0,RENT,5.0,MEDICAL,B,25000.0,9.88,3,Unknown,7,NO DEFAULT,0.16025641025641027
18183.0,30,148000.0,RENT,0.0,EDUCATION,D,25000.0,15.95,3,N,8,DEFAULT,0.16891891891891891
18184.0,29,163000.0,RENT,4.0,DEBTCONSOLIDATION,B,25000.0,9.91,9,Unknown,5,NO DEFAULT,0.15337423312883436
18185.0,30,170000.0,RENT,14.0,EDUCATION,D,25000.0,15.2,3,Unknown,8,NO DEFAULT,0.14705882352941177
18186.0,27,170000.0,RENT,11.0,PERSONAL,D,25000.0,16.32,7,Unknown,10,NO DEFAULT,0.14705882352941177
18187.0,27,16000.0,OTHER,1.0,DEBTCONSOLIDATION,D,5750.0,15.99,7,Y,8,DEFAULT,0.359375
18188.0,30,170000.0,RENT,14.0,HOMEIMPROVEMENT,D,25000.0,15.21,3,Unknown,5,NO DEFAULT,0.14705882352941177
18189.0,29,175000.0,RENT,1.0,PERSONAL,B,25000.0,10.74,9,Unknown,5,NO DEFAULT,0.14285714285714285
18190.0,32,162000.0,RENT,5.0,VENTURE,A,20000.0,6.99,2,Unknown,9,NO DEFAULT,0.12345679012345678
18191.0,28,127500.0,MORTGAGE,5.0,MEDICAL,D,20000.0,17.04,8,Y,8,DEFAULT,0.1568627450980392
18192.0,29,160800.0,RENT,3.0,VENTURE,B,4800.0,10.99,9,Unknown,5,NO DEFAULT,0.029850746268656716
18193.0,27,160669.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8000.0,11.36,7,Unknown,9,NO DEFAULT,0.04979180800278834
18194.0,30,148000.0,RENT,2.0,EDUCATION,D,22200.0,19.42,3,N,8,DEFAULT,0.15
18195.0,29,125800.0,RENT,11.0,MEDICAL,D,9000.0,16.77,9,N,8,DEFAULT,0.07154213036565978
18196.0,28,178000.0,RENT,5.0,EDUCATION,D,25000.0,14.46,8,Y,7,DEFAULT,0.1404494382022472
18197.0,32,227500.0,RENT,3.0,MEDICAL,C,25000.0,12.53,2,Unknown,5,NO DEFAULT,0.10989010989010989
18198.0,27,223000.0,RENT,2.0,EDUCATION,E,25000.0,18.3,7,N,9,DEFAULT,0.11210762331838565
18199.0,32,235000.0,RENT,1.0,PERSONAL,C,25000.0,12.53,2,Y,7,NO DEFAULT,0.10638297872340426
18200.0,33,248735.0,RENT,4.0,DEBTCONSOLIDATION,D,25000.0,14.11,3,Y,6,DEFAULT,0.10050857338130943
18201.0,33,16620.0,OWN,,HOMEIMPROVEMENT,A,3000.0,5.99,3,Unknown,6,NO DEFAULT,0.18050541516245489
18202.0,31,16656.0,MORTGAGE,,MEDICAL,C,2400.0,14.72,1,N,7,DEFAULT,0.1440922190201729
18203.0,28,78000.0,RENT,12.0,HOMEIMPROVEMENT,E,24625.0,18.36,8,N,5,DEFAULT,0.3157051282051282
18204.0,30,32004.0,RENT,1.0,PERSONAL,B,24250.0,11.12,3,N,5,DEFAULT,0.7577177852768404
18205.0,30,36000.0,RENT,3.0,DEBTCONSOLIDATION,C,24250.0,12.61,3,Y,7,DEFAULT,0.6736111111111112
18206.0,27,160000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000.0,8.49,7,Unknown,5,NO DEFAULT,0.1
18207.0,32,160000.0,MORTGAGE,2.0,MEDICAL,B,3200.0,11.71,2,Unknown,5,NO DEFAULT,0.02
18208.0,29,160000.0,MORTGAGE,9.0,PERSONAL,C,14700.0,13.43,9,Y,5,NO DEFAULT,0.091875
18209.0,29,160000.0,MORTGAGE,8.0,EDUCATION,A,7000.0,7.9,9,Unknown,8,NO DEFAULT,0.04375
18210.0,27,160000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,C,7000.0,12.23,7,Y,6,NO DEFAULT,0.04375
18211.0,34,16800.0,OWN,0.0,PERSONAL,C,1600.0,13.72,4,Y,5,NO DEFAULT,0.09523809523809523
18212.0,27,74000.0,RENT,7.0,DEBTCONSOLIDATION,D,24250.0,15.31,7,Y,8,DEFAULT,0.3277027027027027
18213.0,28,16800.0,OWN,,MEDICAL,C,5000.0,13.98,8,N,8,DEFAULT,0.2976190476190476
18214.0,28,16800.0,OWN,5.0,EDUCATION,B,5000.0,9.88,8,N,7,DEFAULT,0.2976190476190476
18215.0,28,148000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000.0,15.65,8,Y,5,DEFAULT,0.10135135135135136
18216.0,30,160000.0,RENT,0.0,VENTURE,B,8400.0,11.89,3,Unknown,6,NO DEFAULT,0.0525
